Date,Open,High,Low,Close,Volume,Adjusted Close
11/3/2016,3096.764893,3140.929932,3094.103027,3128.936035,223000,3128.936035
11/2/2016,3115.729004,3118.977051,3099.820068,3102.73291,182700,3102.73291
11/1/2016,3101.664062,3122.61499,3097.041992,3122.436035,160200,3122.436035
10/31/2016,3097.187988,3102.302002,3081.072021,3100.491943,151500,3100.491943
10/28/2016,3111.704102,3128.643066,3101.237061,3104.27002,181800,3104.27002
10/27/2016,3112.603027,3114.759033,3100.39209,3112.350098,158000,3112.350098
10/26/2016,3129.837891,3129.837891,3110.386963,3116.312012,191700,3116.312012
10/25/2016,3127.968018,3132.504883,3121.050049,3131.938965,203400,3131.938965
10/24/2016,3092.047119,3137.033936,3090.785889,3128.24707,240500,3128.24707
10/21/2016,3081.388916,3101.849121,3069.26709,3090.940918,187400,3090.940918
10/20/2016,3084.907959,3089.681885,3076.294922,3084.458008,160700,3084.458008
10/19/2016,3085.749023,3096.2229,3076.770996,3084.718994,182500,3084.718994
10/18/2016,3037.404053,3084.187012,3037.404053,3083.875,182000,3083.875
10/17/2016,3064.690918,3068.812012,3033.75293,3041.166016,163700,3041.166016
10/14/2016,3056.99292,3064.790039,3043.184082,3063.809082,155400,3063.809082
10/13/2016,3057.971924,3064.999023,3052.639893,3061.345947,154800,3061.345947
10/12/2016,3057.315918,3060.513916,3048.887939,3058.498047,142500,3058.498047
10/11/2016,3051.62207,3066.104004,3048.018066,3065.25,167300,3065.25
10/10/2016,3020.457031,3048.236084,3014.620117,3048.143066,160100,3048.143066
9/30/2016,2994.250977,3009.195068,2993.062012,3004.702881,101300,3004.702881
9/29/2016,2992.167969,3009.197998,2991.908936,2998.48291,113200,2998.48291
9/28/2016,3000.695068,3000.695068,2984.321045,2987.85791,104600,2987.85791
9/27/2016,2974.593018,2998.23291,2969.13208,2998.172119,121700,2998.172119
9/26/2016,3028.24292,3028.24292,2980.116943,2980.429932,144300,2980.429932
9/23/2016,3044.785889,3046.804932,3032.802002,3033.895996,125600,3033.895996
9/22/2016,3038.422119,3054.435059,3035.070068,3042.312988,139300,3042.312988
9/21/2016,3021.575928,3032.449951,3017.541016,3025.874023,115700,3025.874023
9/20/2016,3027.172119,3027.816895,3015.879883,3023,118900,3023
9/19/2016,3005.322998,3026.650879,3005.322998,3026.051025,119200,3026.051025
9/14/2016,3008.904053,3017.945068,2995.416016,3002.849121,133400,3002.849121
9/13/2016,3025.034912,3029.720947,3008.740967,3023.51001,135400,3023.51001
9/12/2016,3037.50708,3040.951904,2999.928955,3021.977051,206000,3021.977051
9/9/2016,3095.427002,3101.791992,3078.218018,3078.85498,160700,3078.85498
9/8/2016,3089.952881,3096.782959,3083.9021,3095.954102,145900,3095.954102
9/7/2016,3091.329102,3105.677979,3087.878906,3091.927979,187000,3091.927979
9/6/2016,3071.054932,3095.509033,3053.187012,3090.712891,172900,3090.712891
9/5/2016,3070.707031,3085.485107,3065.329102,3072.094971,145000,3072.094971
9/2/2016,3057.495117,3072.525879,3050.491943,3067.352051,150400,3067.352051
9/1/2016,3083.960938,3088.704102,3062.875977,3063.304932,155200,3063.304932
8/31/2016,3072.916016,3087.697998,3063.395996,3085.490967,141400,3085.490967
8/30/2016,3071.439941,3082.988037,3065.970947,3074.677002,140400,3074.677002
8/29/2016,3068.459961,3074.943115,3058.784912,3070.0271,144500,3070.0271
8/26/2016,3069.850098,3087.6521,3063.894043,3070.309082,149700,3070.309082
8/25/2016,3073.444092,3073.444092,3041.504883,3068.329102,174000,3068.329102
8/24/2016,3092.02002,3097.147949,3079.548096,3085.879883,145700,3085.879883
8/23/2016,3081.572021,3101.110107,3073.529053,3089.706055,161400,3089.706055
8/22/2016,3107.381104,3112.73999,3083.593018,3084.804932,185400,3084.804932
8/19/2016,3100.391113,3113.343994,3082.770996,3108.102051,194300,3108.102051
8/18/2016,3107.75293,3125.581055,3093.316895,3104.114014,229400,3104.114014
8/17/2016,3106.990967,3114.254883,3090.281006,3109.554932,213800,3109.554932
8/16/2016,3130.532959,3140.440918,3102.064941,3110.037109,278300,3110.037109
8/15/2016,3056.483887,3137.476074,3053.871094,3125.195068,297600,3125.195068
8/12/2016,3000.272949,3051.053955,2999.039062,3050.666992,168200,3050.666992
8/11/2016,3013.677979,3038.048096,3001.167969,3002.637939,161900,3002.637939
8/10/2016,3023.471924,3033.196045,3017.090088,3018.746094,164700,3018.746094
8/9/2016,3001.305908,3025.910889,2998.677002,3025.680908,170000,3025.680908
8/8/2016,2972.625,3004.718018,2959.048096,3004.2771,155700,3004.2771
8/5/2016,2978.778076,2991.677002,2971.563965,2976.696045,141900,2976.696045
8/4/2016,2976.409912,2982.860107,2958.933105,2982.426025,133900,2982.426025
8/3/2016,2963.215088,2981.156006,2956.785889,2978.460938,141100,2978.460938
8/2/2016,2950.080078,2971.279053,2946.636963,2971.279053,115500,2971.279053
8/1/2016,2971.948975,2972.875,2931.962891,2953.38501,147400,2953.38501
7/29/2016,2992.535889,3000.054932,2972.916992,2979.339111,150100,2979.339111
7/28/2016,2980.500977,3003.363037,2968.181885,2994.322998,190600,2994.322998
7/27/2016,3050.36792,3057.424072,2939.227051,2991.999023,280200,2991.999023
7/26/2016,3014.040039,3050.61499,3013.802002,3050.166016,156700,3050.166016
7/25/2016,3008.093994,3027.123047,3003.291992,3015.827881,144200,3015.827881
7/22/2016,3038.11792,3039.27002,3007.457031,3012.815918,162000,3012.815918
7/21/2016,3027.604004,3053.333984,3027.36792,3039.009033,163800,3039.009033
7/20/2016,3034.714111,3042.99707,3022.631104,3027.899902,138200,3027.899902
7/19/2016,3040.226074,3043.600098,3014.289062,3036.5979,155400,3036.5979
7/18/2016,3047.636963,3058.321045,3031.638916,3043.563965,177500,3043.563965
7/15/2016,3056.681885,3062.683105,3044.538086,3054.295898,172900,3054.295898
7/14/2016,3054.975098,3057.045898,3036.522949,3054.018066,180200,3054.018066
7/13/2016,3049.512939,3069.047119,3048.198975,3060.688965,253700,3060.688965
7/12/2016,2992.52002,3049.680908,2984.420898,3049.381104,259500,3049.381104
7/11/2016,2993.749023,3022.944092,2990.906982,2994.916992,224300,2994.916992
7/8/2016,3000.325928,3001.551025,2983.881104,2988.093994,169000,2988.093994
7/7/2016,3009.353027,3024.108887,2994.643066,3016.846924,222700,3016.846924
7/6/2016,2998.520996,3017.6521,2984.827881,3017.291992,212400,3017.291992
7/5/2016,2991.751953,3010.274902,2990.64209,3006.39209,235200,3006.39209
7/4/2016,2924.292969,2992.498047,2922.52002,2988.604004,222000,2988.604004
7/1/2016,2931.802002,2944.989014,2925.810059,2932.476074,141200,2932.476074
6/30/2016,2931.480957,2938.136963,2922.312012,2929.605957,154500,2929.605957
6/29/2016,2918.533936,2933.99707,2915.062012,2931.592041,193200,2931.592041
6/28/2016,2885.010986,2913.582031,2878.823975,2912.556885,173900,2912.556885
6/27/2016,2840.559082,2895.730957,2840.2771,2895.702881,156700,2895.702881
6/24/2016,2883.759033,2899.569092,2807.5979,2854.285889,190800,2854.285889
6/23/2016,2902.397949,2904.112061,2878.660889,2891.959961,136100,2891.959961
6/22/2016,2872.733887,2905.978027,2869.512939,2905.550049,130600,2905.550049
6/21/2016,2898.384033,2919.302002,2869.176025,2878.558105,164400,2878.558105
6/20/2016,2887.635986,2891.657959,2864.02002,2888.809082,136600,2888.809082
6/17/2016,2873.009033,2900.299072,2872.185059,2885.10498,171500,2885.10498
6/16/2016,2878.4021,2887.74292,2865.387939,2872.816895,173900,2872.816895
6/15/2016,2814.693115,2894.263916,2811.781006,2887.209961,166700,2887.209961
6/14/2016,2824.229004,2843.456055,2822.061035,2842.188965,119800,2842.188965
6/13/2016,2897.272949,2911.157959,2832.50708,2833.071045,169300,2833.071045
6/8/2016,2932.375977,2937.986084,2908.366943,2927.158936,143000,2927.158936
6/7/2016,2936.281982,2938.444092,2923.501953,2936.044922,133000,2936.044922
6/6/2016,2940.993896,2945.941895,2922.282959,2934.0979,142000,2934.0979
6/3/2016,2929.788086,2945.519043,2915.185059,2938.681885,172000,2938.681885
6/2/2016,2911.218994,2925.669922,2906.523926,2925.229004,159700,2925.229004
6/1/2016,2917.154053,2929.075928,2909.511963,2913.508057,188400,2913.508057
5/31/2016,2822.593018,2917.13501,2822.593018,2916.615967,215300,2916.615967
5/30/2016,2814.650879,2830.969971,2794.660889,2822.450928,106300,2822.450928
5/27/2016,2817.968018,2832.799072,2809.799072,2821.045898,109800,2821.045898
5/26/2016,2813.542969,2827.092041,2780.762939,2822.443115,114800,2822.443115
5/25/2016,2835.029053,2843.165039,2807.749023,2815.085938,103500,2815.085938
5/24/2016,2839.681885,2839.695068,2807.187988,2821.666016,111500,2821.666016
5/23/2016,2826.312012,2848.071045,2826.256104,2843.64502,120500,2843.64502
5/20/2016,2792.887939,2825.951904,2785.080078,2825.48291,108700,2825.48291
5/19/2016,2802.314941,2829.4021,2801.548096,2806.906006,111600,2806.906006
5/18/2016,2828.177979,2828.254883,2781.416992,2807.513916,140500,2807.513916
5/17/2016,2850.926025,2860.321045,2832.458984,2843.684082,123400,2843.684082
5/16/2016,2816.774902,2851.229004,2804.990967,2850.862061,114700,2850.862061
5/13/2016,2828.461914,2850.093018,2814.11499,2827.108887,114300,2827.108887
5/12/2016,2812.10791,2839.275879,2781.236084,2835.862061,136300,2835.862061
5/11/2016,2843.544922,2857.253906,2818.698975,2837.037109,135800,2837.037109
5/10/2016,2822.326904,2845.238037,2820.164062,2832.591064,120800,2832.591064
5/9/2016,2896.162109,2896.162109,2821.825928,2832.113037,180400,2832.113037
5/6/2016,2998.4021,3003.590088,2913.035889,2913.248047,206800,2913.248047
5/5/2016,2987.021973,2999.11792,2977.199951,2997.842041,144800,2997.842041
5/4/2016,2983.0271,3004.417969,2978.330078,2991.271973,165400,2991.271973
5/3/2016,2940.39209,2993.534912,2929.814941,2992.643066,168700,2992.643066
4/29/2016,2935.375977,2950.575928,2930.356934,2938.323975,109300,2938.323975
4/28/2016,2955.741943,2959.511963,2916.374023,2945.589111,138700,2945.589111
4/27/2016,2967.189941,2976.021973,2949.431885,2953.670898,130900,2953.670898
4/26/2016,2944.716064,2965.428955,2933.970947,2964.699951,117700,2964.699951
4/25/2016,2949.9729,2954.092041,2917.02002,2946.669922,125900,2946.669922
4/22/2016,2933.034912,2960.208984,2926.775879,2959.23999,137200,2959.23999
4/21/2016,2954.370117,2990.673096,2943.464111,2952.891113,189400,2952.891113
4/20/2016,3050.381104,3055.688965,2905.049072,2972.583984,283100,2972.583984
4/19/2016,3047.133057,3054.50293,3024.89502,3042.822998,156500,3042.822998
4/18/2016,3058.462891,3058.462891,3022.969971,3033.659912,183300,3033.659912
4/15/2016,3085.025879,3089.950928,3066.87207,3078.116943,189600,3078.116943
4/14/2016,3080.090088,3086.697998,3056.989014,3082.362061,208200,3082.362061
4/13/2016,3041.35791,3097.165039,3041.35791,3066.637939,310000,3066.637939
4/12/2016,3031.301025,3036.824951,3001.314941,3023.645996,182700,3023.645996
4/11/2016,3006.908936,3048.977051,3006.908936,3033.957031,220000,3033.957031
4/8/2016,2988.199951,2996.170898,2960.459961,2984.958008,187900,2984.958008
4/7/2016,3058.339111,3062.35791,3007.060059,3008.419922,220900,3008.419922
4/6/2016,3039.745117,3059.793945,3029.004883,3050.592041,232300,3050.592041
4/5/2016,3000.937988,3057.330078,2993.147949,3053.064941,256700,3053.064941
4/1/2016,2997.087891,3009.673096,2956.24707,3009.530029,206500,3009.530029
3/31/2016,3009.366943,3023.408936,2992.916016,3003.915039,220400,3003.915039
3/30/2016,2941.218018,3001.105957,2941.218018,3000.64502,210400,3000.64502
3/29/2016,2956.705078,2962.202881,2905.250977,2919.832031,183000,2919.832031
3/28/2016,2988.01001,3008.167969,2948.525879,2957.820068,202000,2957.820068
3/25/2016,2956.199951,2981.407959,2952.105957,2979.125977,169800,2979.125977
3/24/2016,2986.801025,2998.154053,2960.537109,2960.969971,237000,2960.969971
3/23/2016,2991.168945,3012.560059,2980.85498,3009.959961,217000,3009.959961
3/22/2016,3001.629883,3019.101074,2988.426025,2999.363037,270400,2999.363037
3/21/2016,2978.455078,3028.322021,2973.758057,3018.802002,352400,3018.802002
3/18/2016,2915.518066,2971.551025,2908.741943,2955.149902,313300,2955.149902
3/17/2016,2875.410889,2921,2857.190918,2904.832031,200300,2904.832031
3/16/2016,2858.708984,2881.529053,2854.191895,2870.429932,186500,2870.429932
3/15/2016,2853.978027,2865.787109,2819.794922,2864.36792,163400,2864.36792
3/14/2016,2830.083984,2889.815918,2823.028076,2859.499023,194800,2859.499023
3/11/2016,2781.600098,2815.606934,2772.551025,2810.306885,127200,2810.306885
3/10/2016,2847.566895,2863.176025,2803.476074,2804.726074,139000,2804.726074
3/9/2016,2839.410889,2863.014893,2811.718018,2862.555908,183400,2862.555908
3/8/2016,2895.666016,2902.621094,2802.562988,2901.386963,233500,2901.386963
3/7/2016,2886.639893,2911.839111,2871.345947,2897.340088,217500,2897.340088
3/4/2016,2848.538086,2880.37207,2808.849121,2874.146973,312500,2874.146973
3/3/2016,2847.331055,2878.445068,2840.874023,2859.758057,287500,2859.758057
3/2/2016,2733.76709,2852.699951,2732.539062,2849.680908,271000,2849.680908
3/1/2016,2688.379883,2747.562012,2668.75708,2733.169922,187200,2733.169922
2/29/2016,2754.813965,2755.889893,2638.962891,2687.979004,207400,2687.979004
2/26/2016,2760.058105,2784.75293,2715.874023,2767.209961,191100,2767.209961
2/25/2016,2922.237061,2922.237061,2729.851074,2741.245117,270300,2741.245117
2/24/2016,2889.88501,2929.871094,2872.273926,2928.895996,213400,2928.895996
2/23/2016,2925.708008,2928.048096,2872.281982,2903.331055,199700,2903.331055
2/22/2016,2888.5979,2933.964111,2880.346924,2927.175049,232200,2927.175049
2/19/2016,2854.904053,2872.724121,2840.488037,2860.020996,163400,2860.020996
2/18/2016,2881.7771,2893.215088,2857.698975,2862.893066,219200,2862.893066
2/17/2016,2829.763916,2868.700928,2824.355957,2867.337891,216900,2867.337891
2/16/2016,2758.579102,2840.62207,2758.579102,2836.571045,196000,2836.571045
2/15/2016,2684.960938,2760.358887,2682.090088,2746.196045,129300,2746.196045
2/5/2016,2783.075928,2790.061035,2762.159912,2763.491943,141200,2763.491943
2/4/2016,2751.431885,2793.298096,2751.313965,2781.022949,170400,2781.022949
2/3/2016,2719.573975,2746.072021,2696.884033,2739.24707,148400,2739.24707
2/2/2016,2687.981934,2755.158936,2687.981934,2749.570068,158100,2749.570068
2/1/2016,2730.983887,2735.254883,2655.623047,2688.854004,156400,2688.854004
1/29/2016,2652.854004,2755.366943,2649.791016,2737.600098,186700,2737.600098
1/28/2016,2711.157959,2740.535889,2647.49292,2655.660889,171100,2655.660889
1/27/2016,2756.082031,2768.771973,2638.302002,2735.558105,215700,2735.558105
1/26/2016,2907.718018,2911.990967,2743.839111,2749.784912,210800,2749.784912
1/25/2016,2934.077881,2955.782959,2911.829102,2938.514893,153000,2938.514893
1/22/2016,2911.112061,2931.358887,2851.73291,2916.562012,159800,2916.562012
1/21/2016,2934.391113,2998.790039,2880.084961,2880.481934,191700,2880.481934
1/20/2016,2993.013916,3016.282959,2951.922119,2976.694092,216500,2976.694092
1/19/2016,2914.407959,3012.068115,2906.404053,3007.739014,205300,3007.739014
1/18/2016,2847.539062,2945.449951,2844.704102,2913.836914,164700,2913.836914
1/15/2016,2988.048096,3001.708008,2883.86792,2900.969971,198700,2900.969971
1/14/2016,2874.049072,3012.292969,2867.552979,3007.648926,212900,3007.648926
1/13/2016,3041.106934,3059.014893,2949.290039,2949.596924,194300,2949.596924
1/12/2016,3026.158936,3047.664062,2978.462891,3022.861084,207700,3022.861084
1/11/2016,3131.853027,3166.215088,3016.697021,3016.704102,271600,3016.704102
1/8/2016,3194.625,3235.450928,3056.87793,3186.412109,286400,3186.412109
1/7/2016,3309.656982,3309.656982,3115.88501,3125.001953,70600,3125.001953
1/6/2016,3291.195068,3362.974121,3288.933105,3361.840088,238900,3361.840088
1/5/2016,3196.650879,3328.138916,3189.60498,3287.710938,266900,3287.710938
1/4/2016,3536.589111,3538.688965,3295.740967,3296.258057,184400,3296.258057
12/31/2015,3570.467041,3580.602051,3538.353027,3539.181885,177000,3539.181885
12/30/2015,3566.730957,3573.684082,3538.112061,3572.875977,187900,3572.875977
12/29/2015,3528.39502,3564.170898,3515.52002,3563.736084,182600,3563.736084
12/28/2015,3635.769043,3641.587891,3533.779053,3533.779053,270000,3533.779053
12/25/2015,3614.053955,3635.256104,3601.738037,3628.000977,192500,3628.000977
12/24/2015,3631.312988,3640.220947,3572.2771,3612.485107,227800,3612.485107
12/23/2015,3653.281982,3684.566895,3633.024902,3636.089111,298200,3636.089111
12/22/2015,3645.98999,3652.63501,3616.870117,3651.76709,261200,3651.76709
12/21/2015,3568.581055,3651.055908,3565.750977,3642.471924,299800,3642.471924
12/18/2015,3574.939941,3614.697998,3568.160889,3578.964111,273700,3578.964111
12/17/2015,3533.62793,3583.407959,3533.62793,3579.999023,283900,3579.999023
12/16/2015,3522.091064,3538.688965,3506.291016,3516.187012,193500,3516.187012
12/15/2015,3518.125977,3529.960938,3496.854004,3510.354004,200500,3510.354004
12/14/2015,3403.50708,3521.779053,3399.280029,3520.667969,215400,3520.667969
12/11/2015,3441.596924,3455.548096,3410.924072,3434.581055,182900,3434.581055
12/10/2015,3469.805908,3503.654053,3446.272949,3455.495117,200400,3455.495117
12/9/2015,3462.583008,3495.701904,3454.878906,3472.438965,195700,3472.438965
12/8/2015,3518.647949,3518.647949,3466.790039,3470.070068,224400,3470.070068
12/7/2015,3529.805908,3543.945068,3506.625,3536.927002,208300,3536.927002
12/4/2015,3558.148926,3568.969971,3510.412109,3524.991943,251700,3524.991943
12/3/2015,3525.727051,3591.72998,3517.22998,3584.823975,281100,3584.823975
12/2/2015,3450.278076,3538.846924,3427.660889,3536.905029,301500,3536.905029
12/1/2015,3442.440918,3483.414062,3417.544922,3456.309082,252400,3456.309082
11/30/2015,3433.85498,3470.371094,3327.812012,3445.405029,304200,3445.405029
11/27/2015,3616.543945,3621.896973,3412.427002,3436.302979,354300,3436.302979
11/26/2015,3659.573975,3668.375977,3629.86499,3635.552002,306800,3635.552002
11/25/2015,3614.068115,3648.366943,3607.518066,3647.929932,273000,3647.929932
11/24/2015,3602.886963,3616.483887,3563.104004,3616.113037,248800,3616.113037
11/23/2015,3630.866943,3654.753906,3598.871094,3610.314941,316000,3610.314941
11/20/2015,3620.791016,3640.529053,3607.915039,3630.5,310800,3630.5
11/19/2015,3573.775879,3618.212891,3561.043945,3617.062012,247900,3617.062012
11/18/2015,3605.061035,3617.069092,3558.697021,3568.468018,297600,3568.468018
11/17/2015,3629.977051,3678.272949,3598.068115,3604.794922,383600,3604.794922
11/16/2015,3522.460938,3607.612061,3519.420898,3606.957031,276200,3606.957031
11/13/2015,3600.763916,3632.555908,3564.809082,3580.839111,345900,3580.839111
11/12/2015,3656.816895,3659.314941,3603.228027,3632.9021,361700,3632.9021
11/11/2015,3635.003906,3654.876953,3605.621094,3650.249023,361000,3650.249023
11/10/2015,3617.395996,3669.532959,3607.891113,3640.485107,429700,3640.485107
11/9/2015,3588.498047,3673.76001,3588.498047,3646.881104,503000,3646.881104
11/6/2015,3514.436035,3596.38208,3508.826904,3590.031982,429200,3590.031982
11/5/2015,3459.215088,3585.656982,3455.524902,3522.819092,553300,3522.819092
11/4/2015,3325.618896,3459.645996,3325.618896,3459.639893,339100,3459.639893
11/3/2015,3330.315918,3346.274902,3302.184082,3316.695068,192900,3316.695068
11/2/2015,3337.577881,3391.063965,3322.312012,3325.084961,231000,3325.084961
10/30/2015,3380.283936,3417.200928,3346.591064,3382.561035,243600,3382.561035
10/29/2015,3387.773926,3411.714111,3362.509033,3387.314941,235700,3387.314941
10/28/2015,3417.010986,3439.758057,3367.230957,3375.196045,293500,3375.196045
10/27/2015,3409.136963,3441.564941,3332.615967,3434.335938,328200,3434.335938
10/26/2015,3448.648926,3457.51709,3402,3429.581055,365600,3429.581055
10/23/2015,3377.548096,3422.021973,3360.218018,3412.434082,347400,3412.434082
10/22/2015,3292.291016,3373.775879,3282.99292,3368.739014,323700,3368.739014
10/21/2015,3428.561035,3447.258057,3265.436035,3320.676025,458500,3320.676025
10/20/2015,3377.547119,3425.516113,3357.861084,3425.330078,319000,3425.330078
10/19/2015,3401.626953,3423.4021,3355.565918,3386.699951,378100,3386.699951
10/16/2015,3358.297119,3393.018066,3334.854004,3391.352051,395500,3391.352051
10/15/2015,3255.031982,3338.297119,3254.39209,3338.072998,316300,3338.072998
10/14/2015,3280.02002,3307.314941,3256.25293,3262.440918,295100,3262.440918
10/13/2015,3262.156006,3298.625977,3253.249023,3293.22998,297200,3293.22998
10/12/2015,3193.540039,3318.714111,3188.406982,3287.662109,386300,3287.662109
10/9/2015,3146.644043,3192.717041,3137.788086,3183.1521,234900,3183.1521
10/8/2015,3156.074951,3172.281006,3133.126953,3143.356934,234300,3143.356934
9/30/2015,3052.841064,3073.300049,3039.741943,3052.781006,146600,3052.781006
9/29/2015,3055.218018,3068.298096,3021.156982,3038.136963,163200,3038.136963
9/28/2015,3085.566895,3103.069092,3042.310059,3100.756104,156700,3100.756104
9/25/2015,3130.851074,3149.947998,3062.995117,3092.346924,236300,3092.346924
9/24/2015,3126.490967,3151.165039,3109.690918,3142.687012,212900,3142.687012
9/23/2015,3137.7229,3164.041016,3104.743896,3115.887939,236300,3115.887939
9/22/2015,3161.318115,3213.476074,3152.480957,3185.618896,274800,3185.618896
9/21/2015,3072.093994,3159.883057,3060.855957,3156.540039,239900,3156.540039
9/18/2015,3100.280029,3122.048096,3070.335938,3097.916992,209200,3097.916992
9/17/2015,3131.981934,3204.701904,3085.313965,3086.061035,317600,3086.061035
9/16/2015,2998.035889,3182.934082,2983.534912,3152.262939,277500,3152.262939
9/15/2015,3043.804932,3081.702881,2983.919922,3005.172119,249200,3005.172119
9/14/2015,3221.165039,3229.481934,3049.22998,3114.798096,346600,3114.798096
9/11/2015,3189.479004,3223.761963,3163.448975,3200.233887,224600,3200.233887
9/10/2015,3190.552979,3243.281006,3178.904053,3197.893066,273300,3197.893066
9/9/2015,3182.552002,3256.74292,3165.696045,3243.089111,375300,3243.089111
9/8/2015,3054.444092,3174.708984,3011.116943,3170.451904,255400,3170.451904
